Player,Innings Bowled In,Balls Bowled,Runs Conceded,Wickets Taken,Best Bowling In An Innings,Bowling Avg,Economy Rate,Bowling Strike Rate,Four Wickets In An Innings,Five Wickets In An Innings,200+ Wickets Taken,<35.00 Bowling Avg,<4.00 Economy Rate,<40.00 Bowling Strike Rate
AD Mathews (2008-2018),154,50706,3901,114,Jun-20,34.21,4.61,44.4,1,1,0,1,0,0
GP Wickramasinghe (1990-2002),132,57192,4321,109,Apr-48,39.64,4.53,52.4,1,0,0,0,0,0
DNT Zoysa (1997-2007),93,4257,3213,108,May-26,29.75,4.52,39.4,2,1,0,1,0,1
PA de Silva (1984-2003),156,5148,4177,106,Apr-30,39.4,4.86,48.5,2,0,0,0,0,0
TM Dilshan (1999-2016),204,5880,4778,106,04-Apr,45.07,4.87,55.4,3,0,0,0,0,0
RAS Lakmal (2009-2018),79,36852,3321,105,Apr-13,31.62,5.4,35.1,3,0,0,1,0,1
JR Ratnayeke (1982-1990),76,35718,2866,85,Apr-23,33.71,4.81,42,1,0,0,1,0,0
A Ranatunga (1982-1999),135,4710,3757,79,Apr-14,47.55,4.78,59.6,1,0,0,0,0,0
RJ Ratnayake (1982-1993),70,3573,2712,76,May-32,35.68,4.55,47,1,1,0,0,0,0
HMRKB Herath (2004-2015),67,32412,2362,74,Apr-20,31.91,4.37,43.8,1,0,0,1,0,0
RS Kalpage (1992-1999),81,3960,2975,73,Apr-36,40.75,4.5,54.2,2,0,0,0,0,0
CPH Ramanayake (1986-1995),62,28632,2049,68,Apr-17,30.13,4.29,42.1,1,0,0,1,0,0
ALF de Mel (1982-1987),57,2733,2237,59,May-32,37.91,4.9,46.3,1,2,0,0,0,0
SMSM Senanayake (2012-2015),47,2358,1874,53,Apr-13,35.35,4.76,44.4,1,0,0,0,0,0
KSC de Silva (1996-2000),37,1617,1323,52,Mar-18,25.44,4.9,31.1,0,0,0,1,0,1
T Thushara (2008-2010),38,16752,1393,50,May-47,27.86,4.98,33.5,0,1,0,1,0,1
A Dananjaya (2012-2018),28,14412,1239,46,Jun-29,26.93,5.15,31.3,2,2,0,1,0,1
GF Labrooy (1986-1992),44,23064,1876,45,May-57,41.68,4.87,51.2,1,1,0,0,0,0
RP Arnold (1997-2007),84,21558,1739,40,Mar-47,43.47,4.83,53.9,0,0,0,0,0,0
N Pradeep (2012-2019),32,15552,1591,38,Mar-28,41.86,6.13,40.9,0,0,0,0,0,0
HMCM Bandara (2006-2010),28,1470,1232,36,Apr-31,34.22,5.02,40.8,2,0,0,1,0,0
S Randiv (2009-2016),29,14358,1214,36,May-42,33.72,5.06,39.9,0,1,0,1,0,1
VB John (1982-1987),45,23106,1655,34,Mar-28,48.67,4.29,67.9,0,0,0,0,0,0
SD Anurasiri (1986-1994),43,2100,1464,32,Mar-40,45.75,4.18,65.6,0,0,0,0,0,0
DS de Silva (1975-1985),40,2076,1557,32,Mar-29,48.65,4.5,64.8,0,0,0,0,0,0
KTGD Prasad (2006-2015),24,10146,976,32,Mar-17,30.5,5.76,31.7,0,0,0,1,0,1
S Prasanna (2011-2019),39,19446,1767,32,Mar-32,55.21,5.45,60.7,0,0,0,0,0,0
KS Lokuarachchi (2003-2007),21,10098,725,31,Apr-44,23.38,4.3,32.6,1,0,0,1,0,1
BMAJ Mendis (2010-2015),46,1335,1134,28,Mar-15,40.5,5.08,47.7,0,0,0,0,0,0
PW Gunaratne (2002-2003),23,957,908,27,Apr-44,33.62,5.68,35.5,1,0,0,0,0,0
RAP Nissanka (2001-2003),23,9966,857,27,04-Dec,31.74,5.15,36.9,1,0,0,0,0,0
AP Gurusinha (1985-1996),55,15846,1354,26,Feb-25,52.07,5.12,60.9,0,0,0,0,0,0
KIW Wijegunawardene (1988-1992),25,11844,986,25,Apr-49,39.44,4.98,47.4,1,0,0,0,0,0
KR Pushpakumara (1994-1999),31,14292,1181,24,Mar-25,49.2,4.95,59.5,0,0,0,0,0,0
DAS Gunaratne (2016-2019),25,834,723,22,03-Oct,32.86,5.2,37.9,0,0,0,0,0,0
RMS Eranga (2011-2016),17,7152,686,21,Mar-46,32.66,5.74,34,0,0,0,0,0,0
PVD Chameera (2015-2019),23,8946,796,19,Mar-20,41.89,5.33,47.1,0,0,0,0,0,0
PDRL Perera (1999-2007),19,888,820,19,Mar-23,43.15,5.54,46.7,0,0,0,0,0,0
EAR de Silva (1986-1992),28,1374,967,17,Mar-38,56.88,4.22,80.8,0,0,0,0,0,0
PADLR Sandakan (2016-2019),18,8412,913,17,Apr-52,53.7,6.5,49.5,1,0,0,0,0,0
SHU Karnain (1984-1990),14,633,505,16,May-26,31.56,4.77,39.6,0,1,0,0,0,0
TCB Fernando (2001-2003),17,6984,586,15,May-67,39.06,5.02,46.6,0,1,0,0,0,0
SS Pathirana (2015-2017),18,7638,720,15,Mar-37,48,5.64,51,0,0,0,0,0,0
UWMBCA Welegedara (2009-2010),9,4566,433,15,May-66,28.86,5.68,30.4,0,1,0,0,0,0
UC Hathurusingha (1992-1999),25,954,709,14,Apr-57,50.64,4.45,68.1,1,0,0,0,0,0
ASA Perera (1998-2001),18,5778,522,13,Feb-25,40.15,5.4,44.5,0,0,0,0,0,0
MDK Perera (2007-2018),10,456,409,13,Mar-48,31.46,5.38,35,0,0,0,0,0,0
KEA Upashantha (1995-2001),12,564,481,12,Apr-37,40.08,5.11,47,1,0,0,0,0,0
TT Samaraweera (1998-2011),17,702,542,11,Mar-34,49.27,4.63,63.8,0,0,0,0,0,0
MA Aponso (2016-2018),9,4218,377,10,Apr-18,37.7,5.34,42.3,1,0,0,0,0,0
DM de Silva (2016-2019),22,516,464,10,Feb-35,46.4,5.39,51.6,0,0,0,0,0,0
DK Liyanage (1992-2001),16,642,510,10,Mar-49,51,4.76,64.2,0,0,0,0,0,0
JDF Vandersay (2015-2017),10,447,430,10,Mar-50,43,5.74,44.9,0,0,0,0,0,0
KN Amalean (1986-1988),8,318,207,9,Apr-46,23,3.9,35.3,1,0,0,0,0,0
MKDI Amerasinghe (2007-2008),8,426,363,9,Mar-44,40.33,5.11,47.3,0,0,0,0,0,0
GRA de Silva (1975-1982),6,303,262,9,Mar-41,29.11,5.15,33.8,0,0,0,0,0,0
PWH de Silva (2017-2018),9,2586,296,9,Mar-15,32.88,6.85,28.7,0,0,0,0,0,0
PLS Gamage (2014-2017),9,402,392,9,Apr-57,43.55,5.85,44.6,1,0,0,0,0,0
TAM Siriwardana (2015-2017),20,5886,530,9,Feb-27,58.88,5.39,65.4,0,0,0,0,0,0
DPMD Jayawardene (1998-2015),27,5778,544,8,Feb-56,68,5.63,72.3,0,0,0,0,0,0
CBRLS Kumara (2017-2018),8,3084,396,8,Feb-34,49.5,7.66,38.7,0,0,0,0,0,0
MKGCP Lakshitha (2002-2003),7,300,254,8,Feb-34,31.75,5.08,37.5,0,0,0,0,0,0
B Warnapura (1975-1982),9,414,316,8,Mar-42,39.5,4.57,51.7,0,0,0,0,0,0
RGCE Wijesuriya (1982-1985),8,312,287,8,Feb-25,35.87,5.51,39,0,0,0,0,0,0
MD Shanaka (2016-2019),10,216,219,7,May-43,31.28,6.08,30.8,0,1,0,0,0,0
LHD Dilhara (2005-2013),8,330,261,6,Feb-30,43.5,4.74,55,0,0,0,0,0,0
KHRK Fernando (2002-2006),7,234,159,6,03-Dec,26.5,4.07,39,0,0,0,0,0,0
MD Gunathilaka (2015-2019),17,294,288,6,Mar-48,48,5.87,49,0,0,0,0,0,0
HP Tillakaratne (1986-2003),15,180,141,6,01-Mar,23.5,4.7,30,0,0,0,0,0,0
KPJ Warnaweera (1990-1993),6,294,200,6,Feb-24,33.33,4.08,49,0,0,0,0,0,0
K Weeraratne (2000-2008),14,480,385,6,Mar-46,64.16,4.81,80,0,0,0,0,0,0
PC de Silva (2014-2017),7,3144,256,5,Feb-29,51.2,4.86,63.2,0,0,0,0,0,0
S Jeganathan (1983-1988),5,276,208,5,Feb-45,41.6,4.52,55.2,0,0,0,0,0,0
MAWR Madurasinghe (1988-1992),11,480,358,5,01-Nov,71.6,4.47,96,0,0,0,0,0,0
ARM Opatha (1975-1979),5,2526,180,5,Mar-31,36,4.26,50.6,0,0,0,0,0,0
SMA Priyanjan (2013-2015),14,2646,233,5,02-Nov,46.6,5.27,53,0,0,0,0,0,0
LD Madushanka (2017-2017),4,144,172,4,Feb-70,43,7.16,36,0,0,0,0,0,0
AMN Munasinghe (1994-1996),5,2166,146,4,Mar-30,36.5,4.03,54.2,0,0,0,0,0,0
RL Dias (1979-1987),6,552,70,3,Mar-25,23.33,7.5,18.6,0,0,0,0,0,0
MVT Fernando (2017-2017),6,2358,247,3,Jan-35,82.33,6.25,79,0,0,0,0,0,0
IS Gallage (1999-2001),3,144,115,3,Feb-42,38.33,4.79,48,0,0,0,0,0,0
JC Gamage (1995-1995),4,132,104,3,Feb-17,34.66,4.72,44,0,0,0,0,0,0
DSK Madushanka (2018-2018),1,366,26,3,Mar-26,8.66,4.21,12.3,0,0,0,0,0,0
SK Ranasinghe (1986-1986),4,126,96,3,Jan-28,32,4.57,42,0,0,0,0,0,0
HDRL Thirimanne (2010-2017),4,1032,94,3,Feb-36,31.33,5.42,34.6,0,0,0,0,0,0
MRCN Bandaratilleke (1998-1998),3,144,111,2,Feb-34,55.5,4.62,72,0,0,0,0,0,0
DLS de Silva (1979-1979),2,120,54,2,Feb-36,27,2.7,60,0,0,0,0,0,0
KADM Fernando (2003-2003),1,42,13,2,Feb-13,6.5,1.85,21,0,0,0,0,0,0
D Gamage (2003-2003),3,93,83,2,Jan-26,41.5,5.24,47.5,0,0,0,0,0,0
WCA Ganegama (2001-2006),3,66,88,2,Feb-27,44,8,33,0,0,0,0,0,0
GSNFG Jayasuriya (2015-2018),8,174,150,2,Jan-15,75,5.17,87,0,0,0,0,0,0
LWS Kaluperuma (1975-1982),4,2064,137,2,Jan-35,68.5,3.95,104,0,0,0,0,0,0
SHT Kandamby (2004-2014),9,174,173,2,Feb-37,86.5,5.96,87,0,0,0,0,0,0
CK Kapugedera (2006-2017),10,264,225,2,Jan-24,112.5,5.11,132,0,0,0,0,0,0
J Mubarak (2002-2013),8,1278,95,2,01-Oct,47.5,4.41,64.5,0,0,0,0,0,0
HSM Pieris (1975-1975),3,132,135,2,Feb-68,67.5,6.13,66,0,0,0,0,0,0
CAK Rajitha (2018-2018),3,93,92,2,Jan-21,46,5.81,47.5,0,0,0,0,0,0
AN Ranasinghe (1975-1982),8,324,281,2,Jan-21,140.5,5.2,162,0,0,0,0,0,0
NLK Ratnayake (1989-1990),2,99,98,2,Jan-39,49,5.82,50.5,0,0,0,0,0,0
KMC Bandara (2016-2016),1,60,83,1,Jan-83,83,8.3,60,0,0,0,0,0,0
TL Fernando (1989-1989),1,18,16,1,Jan-16,16,5.33,18,0,0,0,0,0,0
Y Goonasekera (1983-1983),2,36,35,1,Jan-24,35,5.83,36,0,0,0,0,0,0
PS Jayaprakashdaran (2005-2005),1,36,21,1,Jan-21,21,3.5,36,0,0,0,0,0,0
PM Pushpakumara (2017-2017),2,114,105,1,Jan-40,105,5.52,114,0,0,0,0,0,0
N Ranatunga (1993-1993),2,102,82,1,Jan-33,82,4.82,102,0,0,0,0,0,0
LPC Silva (1999-2011),2,42,33,1,Jan-21,33,4.71,42,0,0,0,0,0,0
S Weerakoon (2012-2012),1,60,49,1,Jan-49,49,4.9,60,0,0,0,0,0,0
S Wettimuny (1982-1987),6,558,70,1,Jan-13,70,7.36,57,0,0,0,0,0,0
FS Ahangama (1985-1985),1,18,23,0,-,-,7.66,-,0,0,0,0,0,0
MS Atapattu (1990-2007),2,498,41,0,-,-,4.82,-,0,0,0,0,0,0
JWHD Boteju (1999-1999),2,102,113,0,-,-,6.64,-,0,0,0,0,0,0
GN de Silva (1983-1985),4,1932,169,0,-,-,5.22,-,0,0,0,0,0,0
AM Fernando (2017-2017),1,12,22,0,-,-,11,-,0,0,0,0,0,0
FRMD Gunatilleke (1979-1979),1,54,34,0,-,-,3.77,-,0,0,0,0,0,0
WS Jayantha (2004-2004),6,546,46,0,-,-,5.01,-,0,0,0,0,0,0
NGRP Jayasuriya (2018-2018),2,96,95,0,-,-,5.93,-,0,0,0,0,0,0
SMS Kaluperuma (1988-1988),1,6,3,0,-,-,3,-,0,0,0,0,0,0
FDM Karunaratne (2011-2015),1,84,11,0,-,-,6.6,-,0,0,0,0,0,0
PHT Kaushal (2015-2015),1,36,25,0,-,-,4.16,-,0,0,0,0,0,0
CKB Kulasekara (2011-2012),4,78,80,0,-,-,6.15,-,0,0,0,0,0,0
RS Madugalle (1979-1988),1,24,1,0,-,-,1.5,-,0,0,0,0,0,0
RS Mahanama (1986-1999),2,12,7,0,-,-,21,-,0,0,0,0,0,0
BKG Mendis (2016-2019),2,192,28,0,-,-,8.4,-,0,0,0,0,0,0
SP Pasqual (1979-1979),1,264,20,0,-,-,4.28,-,0,0,0,0,0,0
AK Perera (2013-2016),2,24,22,0,-,-,5.5,-,0,0,0,0,0,0
KG Perera (1986-1986),1,12,15,0,-,-,7.5,-,0,0,0,0,0,0
M Pushpakumara (2009-2010),1,30,21,0,-,-,4.2,-,0,0,0,0,0,0
MAR Samarasekera (1983-1994),11,3372,291,0,-,-,5.16,-,0,0,0,0,0,0
KJ Silva (1995-1995),1,48,55,0,-,-,6.87,-,0,0,0,0,0,0
I Udana (2012-2012),2,72,84,0,-,-,7,-,0,0,0,0,0,0
KDK Vithanage (2013-2014),2,12,17,0,-,-,8.5,-,0,0,0,0,0,0
AP Weerakkody (1994-1994),1,36,41,0,-,-,6.83,-,0,0,0,0,0,0
LD Chandimal (2010-2019),-,,-,-,-,-,-,-,-,-,0,0,0,0
PB Dassanayake (1993-1994),-,,-,-,-,-,-,-,-,-,0,0,0,0
RG de Alwis (1983-1988),-,,-,-,-,-,-,-,-,-,0,0,0,0
SI de Saram (1999-2001),-,,-,-,-,-,-,-,-,-,0,0,0,0
AM de Silva (1986-1993),-,,-,-,-,-,-,-,-,-,0,0,0,0
SKL de Silva (1997-1997),-,,-,-,-,-,-,-,-,-,0,0,0,0
N Dickwella (2014-2019),-,,-,-,-,-,-,-,-,-,0,0,0,0
CI Dunusinghe (1995-1995),-,,-,-,-,-,-,-,-,-,0,0,0,0
ER Fernando (1975-1975),-,,-,-,-,-,-,-,-,-,0,0,0,0
ERNS Fernando (1983-1983),-,,-,-,-,-,-,-,-,-,0,0,0,0
UNK Fernando (1994-1994),-,,-,-,-,-,-,-,-,-,0,0,0,0
WIA Fernando (2016-2016),-,,-,-,-,-,-,-,-,-,0,0,0,0
HM Goonatilleke (1982-1982),-,,-,-,-,-,-,-,-,-,0,0,0,0
AAW Gunawardena (1994-1994),-,,-,-,-,-,-,-,-,-,0,0,0,0
DA Gunawardene (1998-2006),-,,-,-,-,-,-,-,-,-,0,0,0,0
PD Heyn (1975-1975),-,,-,-,-,-,-,-,-,-,0,0,0,0
RSA Jayasekera (1982-1982),-,,-,-,-,-,-,-,-,-,0,0,0,0
SA Jayasinghe (1979-1979),-,,-,-,-,-,-,-,-,-,0,0,0,0
HAPW Jayawardene (2003-2007),-,,-,-,-,-,-,-,-,-,0,0,0,0
RS Kaluwitharana (1990-2004),-,,-,-,-,-,-,-,-,-,0,0,0,0
DSBP Kuruppu (1983-1990),-,,-,-,-,-,-,-,-,-,0,0,0,0
LRD Mendis (1975-1989),-,,-,-,-,-,-,-,-,-,0,0,0,0
MC Mendis (1995-1995),-,,-,-,-,-,-,-,-,-,0,0,0,0
EMDY Munaweera (2017-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
MN Nawaz (1998-2002),-,,-,-,-,-,-,-,-,-,0,0,0,0
MDKJ Perera (2013-2019),-,,-,-,-,-,-,-,-,-,0,0,0,0
D Ranatunga (1990-1990),-,,-,-,-,-,-,-,-,-,0,0,0,0
S Ranatunga (1994-1996),-,,-,-,-,-,-,-,-,-,0,0,0,0
DP Samaraweera (1993-1994),-,,-,-,-,-,-,-,-,-,0,0,0,0
S Samarawickrama (2017-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
KC Sangakkara (2000-2015),-,,-,-,-,-,-,-,-,-,0,0,0,0
CP Senanayake (1990-1991),-,,-,-,-,-,-,-,-,-,0,0,0,0
SAR Silva (1984-1985),-,,-,-,-,-,-,-,-,-,0,0,0,0
APB Tennekoon (1975-1979),-,,-,-,-,-,-,-,-,-,0,0,0,0
WU Tharanga (2005-2018),-,,-,-,-,-,-,-,-,-,0,0,0,0
MH Tissera (1975-1975),-,,-,-,-,-,-,-,-,-,0,0,0,0
ML Udawatte (2008-2008),-,,-,-,-,-,-,-,-,-,0,0,0,0
MG Vandort (2006-2006),-,,-,-,-,-,-,-,-,-,0,0,0,0
DM Vonhagt (1985-1985),-,,-,-,-,-,-,-,-,-,0,0,0,0
SM Warnapura (2007-2008),-,,-,-,-,-,-,-,-,-,0,0,0,0
DS Weerakkody (2017-2017),-,,-,-,-,-,-,-,-,-,0,0,0,0
MD Wettimuny (1983-1983),-,,-,-,-,-,-,-,-,-,0,0,0,0
SRD Wettimuny (1975-1979),-,,-,-,-,-,-,-,-,-,0,0,0,0
RPAH Wickramaratne (1993-1993),-,,-,-,-,-,-,-,-,-,0,0,0,0
AGD Wickremasinghe (1992-1993),-,,-,-,-,-,-,-,-,-,0,0,0,0
HH Streak (1993-2005),184,9414,7065,237,May-32,29.81,4.5,39.7,7,1,1,1,0,1
P Utseya (2004-2015),160,85698,6239,133,May-36,46.9,4.36,64.4,2,1,0,0,0,0
AG Cremer (2009-2018),95,4680,3597,119,Jun-46,30.22,4.61,39.3,4,3,0,1,0,1
GW Flower (1992-2010),156,54612,4225,104,Apr-32,40.62,4.64,52.5,2,0,0,0,0,0
RW Price (2002-2012),99,53724,3575,100,Apr-22,35.75,3.99,53.7,1,0,0,0,1,0
PA Strang (1994-2001),89,43506,3173,96,May-21,33.05,4.37,45.3,2,2,0,1,0,0
E Chigumbura (2004-2018),129,41646,4057,95,Apr-28,42.7,5.84,43.8,1,0,0,0,0,0
CB Mpofu (2004-2018),79,3765,3407,88,Jun-52,38.71,5.42,42.8,2,1,0,0,0,0
GJ Whittall (1993-2003),112,40584,3481,88,Apr-35,39.55,5.14,46.1,1,0,0,0,0,0
TL Chatara (2013-2018),62,30366,2636,85,Apr-33,31.01,5.2,35.7,1,0,0,1,0,1
GB Brent (1996-2008),69,3390,2776,75,Apr-22,37.01,4.91,45.2,3,0,0,0,0,0
EA Brandes (1987-1999),59,28272,2266,70,May-28,32.37,4.8,40.4,1,2,0,1,0,0
T Panyangara (2004-2016),65,32412,3024,65,Mar-28,46.52,5.59,49.8,0,0,0,0,0,0
DT Hondo (2001-2005),56,2379,2171,61,Apr-37,35.59,5.47,39,3,0,0,0,0,1
SC Williams (2005-2018),98,3672,3008,60,Mar-15,50.13,4.91,61.2,0,0,0,0,0,0
HK Olonga (1995-2003),49,20586,1977,58,Jun-19,34.08,5.76,35.5,2,2,0,1,0,1
T Mupariwa (2004-2016),40,20178,1690,57,Apr-39,29.64,5.02,35.4,3,0,0,1,0,1
Sikandar Raza (2013-2018),62,24732,1999,53,Mar-21,37.71,4.84,46.6,0,0,0,0,0,0
AM Blignaut (1999-2010),53,23472,2063,50,Apr-43,41.26,5.27,46.9,2,0,0,0,0,0
BC Strang (1995-2001),48,24924,1718,46,Jun-20,37.34,4.13,54.2,1,1,0,0,0,0
KM Jarvis (2009-2018),40,19344,1812,45,Apr-37,40.26,5.61,43,1,0,0,0,0,0
EC Rainsford (2004-2010),39,1905,1401,45,May-36,31.13,4.4,42.3,1,1,0,1,0,0
AR Whittall (1996-2000),62,30846,2251,45,Mar-23,50.02,4.37,68.5,0,0,0,0,0,0
DP Viljoen (1997-2001),46,2073,1639,44,Mar-20,37.25,4.73,47.1,0,0,0,0,0,0
SM Ervine (2001-2004),40,1647,1561,41,Mar-29,38.07,5.67,40.2,0,0,0,0,0,0
H Masakadza (2001-2018),84,18252,1622,39,Mar-39,41.58,5.32,46.8,0,0,0,0,0,0
AJ Ireland (2005-2007),26,1326,1115,38,Mar-41,29.34,5.04,34.8,0,0,0,1,0,1
TJ Friend (2000-2004),45,19284,1779,37,Apr-55,48.08,5.53,52.1,1,0,0,0,0,0
CJ Chibhabha (2005-2018),58,1665,1615,35,Apr-25,46.14,5.81,47.6,1,0,0,0,0,0
NC Johnson (1998-2000),39,15018,1220,35,Apr-42,34.85,4.87,42.9,1,0,0,1,0,0
JA Rennie (1993-2000),43,19638,1564,34,Mar-27,46,4.77,57.7,0,0,0,0,0,0
BV Vitori (2011-2018),24,1191,1149,32,May-20,35.9,5.77,37.2,0,2,0,0,0,1
DA Marillier (2000-2003),35,15732,1235,30,Apr-38,41.16,4.7,52.4,1,0,0,0,0,0
BA Murphy (2000-2003),29,1422,1130,29,Mar-43,38.96,4.76,49,0,0,0,0,0,0
LM Jongwe (2014-2016),22,861,759,25,05-Jun,30.36,5.27,34.5,0,1,0,0,0,0
SW Masakadza (2010-2014),16,789,891,25,Apr-46,35.64,6.75,31.6,3,0,0,0,0,0
KM Dabengwa (2005-2010),35,1107,936,23,Mar-15,40.69,5.06,48.2,0,0,0,0,0,0
ML Nkala (1998-2006),46,15804,1570,22,03-Dec,71.36,5.95,71.9,0,0,0,0,0,0
DH Brain (1992-1995),23,1089,849,21,Mar-51,40.42,4.66,51.9,0,0,0,0,0,0
CN Evans (1992-2002),34,9624,848,21,03-Nov,40.38,5.27,45.9,0,0,0,0,0,0
NB Mahwire (2004-2006),21,8838,775,21,Mar-29,36.9,5.25,42.1,0,0,0,0,0,0
WP Masakadza (2015-2018),16,8586,734,21,Apr-21,34.95,5.12,40.9,1,0,0,0,0,0
TS Chisoro (2015-2018),16,768,556,20,Mar-16,27.8,4.34,38.4,0,0,0,0,0,0
N Madziva (2014-2016),12,5184,519,20,Apr-49,25.95,5.98,26,1,0,0,0,0,0
DT Tiripano (2014-2018),22,9012,885,20,May-63,44.25,5.88,45.1,0,1,0,0,0,0
AJ Traicos (1983-1993),26,1524,987,19,Mar-35,51.94,3.88,80.2,0,0,0,0,1,0
B Muzarabani (2018-2018),18,786,733,18,Apr-47,40.72,5.59,43.6,1,0,0,0,0,0
AH Omarshah (1983-1996),25,10758,812,18,Mar-33,45.11,4.52,59.8,0,0,0,0,0,0
J Nyumbu (2014-2015),18,8424,738,17,Mar-42,43.41,5.24,49.6,0,0,0,0,0,0
S Matsikenyeri (2002-2015),38,9192,778,16,Feb-25,48.62,5.07,57.5,0,0,0,0,0,0
RS Higgins (2006-2006),11,5424,380,13,Apr-21,29.23,4.19,41.8,1,0,0,0,0,0
IP Butchart (1983-1995),16,702,640,12,Mar-57,53.33,5.47,58.5,0,0,0,0,0,0
ADR Campbell (1992-2003),30,507,434,12,Feb-20,36.16,5.11,42.4,0,0,0,0,0,0
TP Kamungozi (2006-2015),13,636,548,12,Feb-36,45.66,5.16,53,0,0,0,0,0,0
GA Lamb (2010-2011),15,642,467,12,Mar-45,38.91,4.36,53.5,0,0,0,0,0,0
PWE Rawson (1983-1987),10,5706,427,12,Mar-47,35.58,4.48,47.5,0,0,0,0,0,0
EZ Matambanadzo (1996-1997),7,2958,217,11,Apr-32,19.72,4.38,27,1,0,0,0,0,0
M Mbangwa (1996-2002),29,13686,1140,11,Feb-24,103.63,4.99,124.4,0,0,0,0,0,0
MN Waller (2009-2018),30,666,566,10,Feb-44,56.6,5.09,66.6,0,0,0,0,0,0
KM Curran (1983-1987),10,5052,398,9,Mar-65,44.22,4.71,56.2,0,0,0,0,0,0
MH Dekker (1992-1996),12,345,290,9,Feb-16,32.22,5.01,38.5,0,0,0,0,0,0
MP Jarvis (1987-1995),12,6006,451,9,Feb-37,50.11,4.5,66.7,0,0,0,0,0,0
DT Mutendera (1999-2001),9,390,334,9,Mar-23,37.11,5.13,43.3,0,0,0,0,0,0
BRM Taylor (2004-2018),21,396,406,9,Mar-54,45.11,6.15,44,0,0,0,0,0,0
ACI Lock (1996-1996),7,2886,219,8,May-44,27.37,4.54,36.1,0,1,0,0,0,0
R Ngarava (2017-2018),9,375,409,8,Feb-37,51.12,6.5,47.1,0,0,0,0,0,0
SG Peall (1992-1996),19,900,678,8,Mar-54,84.75,4.52,112.5,0,0,0,0,0,0
HP Rinke (2006-2006),12,2766,273,8,02-Nov,34.12,5.91,34.6,0,0,0,0,0,0
GJ Crocker (1992-1993),6,2364,208,7,Apr-26,29.71,5.24,34,1,0,0,0,0,0
DAG Fletcher (1983-1983),6,3006,221,7,Apr-42,31.57,4.4,43,1,0,0,0,0,0
AG Huckle (1997-1999),18,858,661,7,Feb-27,94.42,4.62,122.5,0,0,0,0,0,0
SF Mire (2014-2018),16,4158,433,7,Mar-49,61.85,6.23,59.5,0,0,0,0,0,0
T Muzarabani (2015-2016),8,321,262,7,Feb-32,37.42,4.86,46.1,0,0,0,0,0,0
KO Meth (2006-2012),9,4044,419,6,Feb-52,69.83,6.19,67.6,0,0,0,0,0,0
CT Mutombodzi (2013-2015),9,309,278,6,Feb-33,46.33,5.36,51.8,0,0,0,0,0,0
BG Rogers (2002-2005),9,324,321,6,Feb-55,53.5,5.94,54,0,0,0,0,0,0
MG Burmester (1992-1995),7,207,213,5,Mar-36,42.6,6.11,41.8,0,0,0,0,0,0
GM Ewing (2004-2005),7,312,236,5,Mar-31,47.2,4.53,62.4,0,0,0,0,0,0
B Mavuta (2018-2018),5,234,220,5,Feb-48,44,5.64,46.8,0,0,0,0,0,0
MW Goodwin (1998-2000),15,2472,210,4,01-Dec,52.5,5.08,62,0,0,0,0,0,0
T Maruma (2007-2016),9,2238,230,4,Feb-50,57.5,6.13,56.2,0,0,0,0,0,0
KG Duers (1992-1992),6,300,256,3,Jan-17,85.33,5.12,100,0,0,0,0,0,0
N M'shangwe (2011-2014),6,336,260,3,Feb-50,86.66,4.64,112,0,0,0,0,0,0
N Ncube (2011-2011),1,51,69,3,Mar-69,23,7.81,17.6,0,0,0,0,0,0
V Sibanda (2003-2016),9,2178,204,3,01-Dec,68,5.58,73,0,0,0,0,0,0
RP Burl (2017-2018),5,804,81,2,01-Feb,40.5,5.92,41,0,0,0,0,0,0
TR Gripper (2001-2003),6,120,76,2,Feb-28,38,3.8,60,0,0,0,0,0,0
GC Martin (1994-1995),4,132,95,2,Jan-15,47.5,4.31,66,0,0,0,0,0,0
IA Nicolson (2010-2010),2,72,118,2,Jan-44,59,9.83,36,0,0,0,0,0,0
GJ Rennie (1996-2003),4,90,75,2,Jan-17,37.5,5,45,0,0,0,0,0,0
LN Roche (2018-2018),3,138,157,2,Jan-54,78.5,6.82,69,0,0,0,0,0,0
T Taibu (2001-2012),2,84,61,2,Feb-42,30.5,4.35,42,0,0,0,0,0,0
MT Chinouya (2013-2013),2,66,50,1,Jan-36,50,4.54,66,0,0,0,0,0,0
TN Garwe (2009-2009),1,36,50,1,Jan-50,50,8.33,36,0,0,0,0,0,0
DL Houghton (1983-1997),1,12,19,1,Jan-19,19,9.5,12,0,0,0,0,0,0
W Mwayenga (2002-2004),3,126,157,1,Jan-61,157,7.47,126,0,0,0,0,0,0
U Ranchod (1992-1993),3,174,130,1,Jan-44,130,4.48,174,0,0,0,0,0,0
GM Strydom (2006-2006),4,66,61,1,Jan-28,61,5.54,66,0,0,0,0,0,0
MA Vermeulen (2000-2009),1,3,5,1,01-May,5,6,5,0,0,0,0,0,0
DD Ebrahim (2001-2005),2,3,11,0,-,-,13.2,-,0,0,0,0,0,0
A Flower (1992-2003),2,30,23,0,-,-,4.6,-,0,0,0,0,0,0
VR Hogg (1983-1983),2,90,49,0,-,-,3.26,-,0,0,0,0,0,0
AJ Mackay (2001-2001),3,132,137,0,-,-,6.22,-,0,0,0,0,0,0
